"","WBID","WATERBODY_NAME","NewUse","Use","CharacteristicName","ResultSampleFractionText","Assessed","binomial","No","Yes","sampcount","existimpair","paramcarryforward","newassess","actualsampneed","provassess","provdate","provcomment","provdatetext"
"18265","15060203-022B","EAST VERDE RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18266","15060203-022B","EAST VERDE RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18267","15060203-022B","EAST VERDE RIVER ","DWS","DWS","BERYLLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18268","15060203-022B","EAST VERDE RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18269","15060203-022B","EAST VERDE RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18270","15060203-022B","EAST VERDE RIVER ","AGI","AGI","BORON","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18271","15060203-022B","EAST VERDE RIVER ","DWS","DWS","BORON","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18272","15060203-022B","EAST VERDE RIVER ","FBC","FBC","BORON","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18273","15060203-022B","EAST VERDE RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18274","15060203-022B","EAST VERDE RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18275","15060203-022B","EAST VERDE RIVER ","DWS","DWS","CADMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18276","15060203-022B","EAST VERDE RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18277","15060203-022B","EAST VERDE RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18278","15060203-022B","EAST VERDE RIVER ","AGI","AGI","CHROMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18279","15060203-022B","EAST VERDE RIVER ","AGL","AGL","CHROMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18280","15060203-022B","EAST VERDE RIVER ","DWS","DWS","CHROMIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18281","15060203-022B","EAST VERDE RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18282","15060203-022B","EAST VERDE RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18283","15060203-022B","EAST VERDE RIVER ","DWS","DWS","COPPER","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18284","15060203-022B","EAST VERDE RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18285","15060203-022B","EAST VERDE RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18286","15060203-022B","EAST VERDE RIVER ","DWS","DWS","FLUORIDE","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18287","15060203-022B","EAST VERDE RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18288","15060203-022B","EAST VERDE RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18289","15060203-022B","EAST VERDE RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18290","15060203-022B","EAST VERDE RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18291","15060203-022B","EAST VERDE RIVER ","DWS","DWS","LEAD","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18292","15060203-022B","EAST VERDE RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18293","15060203-022B","EAST VERDE RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18294","15060203-022B","EAST VERDE RIVER ","DWS","DWS","MANGANESE","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18295","15060203-022B","EAST VERDE RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18296","15060203-022B","EAST VERDE RIVER ","AGL","AGL","MERCURY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18297","15060203-022B","EAST VERDE RIVER ","DWS","DWS","MERCURY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18298","15060203-022B","EAST VERDE RIVER ","FBC","FBC","MERCURY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18299","15060203-022B","EAST VERDE RIVER ","AWWChronic","AWW","NITROGEN","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18300","15060203-022B","EAST VERDE RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18301","15060203-022B","EAST VERDE RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18302","15060203-022B","EAST VERDE RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18303","15060203-022B","EAST VERDE RIVER ","DWS","DWS","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18304","15060203-022B","EAST VERDE RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18305","15060203-022B","EAST VERDE RIVER ","AWWChronic","AWW","PHOSPHORUS","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18306","15060203-022B","EAST VERDE RIVER ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18307","15060203-022B","EAST VERDE RIVER ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18308","15060203-022B","EAST VERDE RIVER ","DWS","DWS","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18309","15060203-022B","EAST VERDE RIVER ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18310","15060203-022B","EAST VERDE RIVER ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18311","15060203-022B","EAST VERDE RIVER ","AGI","AGI","ZINC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18312","15060203-022B","EAST VERDE RIVER ","AGL","AGL","ZINC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18313","15060203-022B","EAST VERDE RIVER ","DWS","DWS","ZINC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18314","15060203-022B","EAST VERDE RIVER ","FBC","FBC","ZINC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18315","15060203-022B","EAST VERDE RIVER ","FC","FC","ZINC","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18316","15060203-022C","EAST VERDE RIVER ","AGI","AGI","ANTIMONY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18317","15060203-022C","EAST VERDE RIVER ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18318","15060203-022C","EAST VERDE RIVER ","DWS","DWS","ANTIMONY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18319","15060203-022C","EAST VERDE RIVER ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18320","15060203-022C","EAST VERDE RIVER ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18321","15060203-022C","EAST VERDE RIVER ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18322","15060203-022C","EAST VERDE RIVER ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18323","15060203-022C","EAST VERDE RIVER ","DWS","DWS","ARSENIC","Total","Meeting criteria","Yes",14,0,14,"Existing Impairment","Current",3,6,2,NA,"Not impaired.  Arsenic Natural and this reflected in 2020 assessment.","43812"
"18324","15060203-022C","EAST VERDE RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18325","15060203-022C","EAST VERDE RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18326","15060203-022C","EAST VERDE RIVER ","DWS","DWS","BERYLLIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18327","15060203-022C","EAST VERDE RIVER ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18328","15060203-022C","EAST VERDE RIVER ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18329","15060203-022C","EAST VERDE RIVER ","AGI","AGI","BORON","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18330","15060203-022C","EAST VERDE RIVER ","DWS","DWS","BORON","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18331","15060203-022C","EAST VERDE RIVER ","FBC","FBC","BORON","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18332","15060203-022C","EAST VERDE RIVER ","AGI","AGI","CADMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18333","15060203-022C","EAST VERDE RIVER ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18334","15060203-022C","EAST VERDE RIVER ","DWS","DWS","CADMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18335","15060203-022C","EAST VERDE RIVER ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18336","15060203-022C","EAST VERDE RIVER ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18337","15060203-022C","EAST VERDE RIVER ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18338","15060203-022C","EAST VERDE RIVER ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18339","15060203-022C","EAST VERDE RIVER ","DWS","DWS","CHROMIUM","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18340","15060203-022C","EAST VERDE RIVER ","AGI","AGI","COPPER","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18341","15060203-022C","EAST VERDE RIVER ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18342","15060203-022C","EAST VERDE RIVER ","DWS","DWS","COPPER","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18343","15060203-022C","EAST VERDE RIVER ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18344","15060203-022C","EAST VERDE RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18345","15060203-022C","EAST VERDE RIVER ","DWS","DWS","FLUORIDE","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18346","15060203-022C","EAST VERDE RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18347","15060203-022C","EAST VERDE RIVER ","DWS","DWS","INORGANIC NITROGEN (NITRATE AND NITRITE)","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18348","15060203-022C","EAST VERDE RIVER ","AGI","AGI","LEAD","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18349","15060203-022C","EAST VERDE RIVER ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18350","15060203-022C","EAST VERDE RIVER ","DWS","DWS","LEAD","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18351","15060203-022C","EAST VERDE RIVER ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18352","15060203-022C","EAST VERDE RIVER ","AGI","AGI","MANGANESE","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18353","15060203-022C","EAST VERDE RIVER ","DWS","DWS","MANGANESE","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18354","15060203-022C","EAST VERDE RIVER ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18355","15060203-022C","EAST VERDE RIVER ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18356","15060203-022C","EAST VERDE RIVER ","DWS","DWS","MERCURY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18357","15060203-022C","EAST VERDE RIVER ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18358","15060203-022C","EAST VERDE RIVER ","AWWChronic","AWW","NITROGEN","Total","Meeting criteria","Yes",7,0,7,"No","Current",2,0,2,NA,NA,NA
"18359","15060203-022C","EAST VERDE RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18360","15060203-022C","EAST VERDE RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18361","15060203-022C","EAST VERDE RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18362","15060203-022C","EAST VERDE RIVER ","DWS","DWS","PH","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18363","15060203-022C","EAST VERDE RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18364","15060203-022C","EAST VERDE RIVER ","AWWChronic","AWW","PHOSPHORUS","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18365","15060203-022C","EAST VERDE RIVER ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18366","15060203-022C","EAST VERDE RIVER ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18367","15060203-022C","EAST VERDE RIVER ","DWS","DWS","SELENIUM","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18368","15060203-022C","EAST VERDE RIVER ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18369","15060203-022C","EAST VERDE RIVER ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",14,0,14,"No","Current",2,6,2,NA,NA,NA
"18370","15060203-022C","EAST VERDE RIVER ","AGI","AGI","ZINC","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18371","15060203-022C","EAST VERDE RIVER ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18372","15060203-022C","EAST VERDE RIVER ","DWS","DWS","ZINC","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18373","15060203-022C","EAST VERDE RIVER ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18374","15060203-022C","EAST VERDE RIVER ","FC","FC","ZINC","Total","Meeting criteria","Yes",9,0,9,"No","Current",2,0,2,NA,NA,NA
"18375","15060203-024","FOSSIL CREEK ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18376","15060203-024","FOSSIL CREEK ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18377","15060203-024","FOSSIL CREEK ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18378","15060203-024","FOSSIL CREEK ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18379","15060203-024","FOSSIL CREEK ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18380","15060203-024","FOSSIL CREEK ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18381","15060203-024","FOSSIL CREEK ","FBC","FBC","BARIUM","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"18382","15060203-024","FOSSIL CREEK ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18383","15060203-024","FOSSIL CREEK ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18384","15060203-024","FOSSIL CREEK ","FBC","FBC","BORON","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18385","15060203-024","FOSSIL CREEK ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18386","15060203-024","FOSSIL CREEK ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18387","15060203-024","FOSSIL CREEK ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18388","15060203-024","FOSSIL CREEK ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18389","15060203-024","FOSSIL CREEK ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18390","15060203-024","FOSSIL CREEK ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18391","15060203-024","FOSSIL CREEK ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18392","15060203-024","FOSSIL CREEK ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18393","15060203-024","FOSSIL CREEK ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18394","15060203-024","FOSSIL CREEK ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18395","15060203-024","FOSSIL CREEK ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",16,0,16,"No","Current",2,4,2,NA,NA,NA
"18396","15060203-024","FOSSIL CREEK ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18397","15060203-024","FOSSIL CREEK ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18398","15060203-024","FOSSIL CREEK ","FBC","FBC","NICKEL","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"18399","15060203-024","FOSSIL CREEK ","FC","FC","NICKEL","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"18400","15060203-024","FOSSIL CREEK ","AGL","AGL","PH","Total","Meeting criteria","Yes",18,0,18,"No","Current",2,2,2,NA,NA,NA
"18401","15060203-024","FOSSIL CREEK ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",18,0,18,"No","Current",2,2,2,NA,NA,NA
"18402","15060203-024","FOSSIL CREEK ","FBC","FBC","PH","Total","Meeting criteria","Yes",18,0,18,"No","Current",2,2,2,NA,NA,NA
"18403","15060203-024","FOSSIL CREEK ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",15,0,15,"No","Current",2,5,2,NA,NA,NA
"18404","15060203-024","FOSSIL CREEK ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",15,0,15,"No","Current",2,5,2,NA,NA,NA
"18405","15060203-024","FOSSIL CREEK ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",15,0,15,"No","Current",2,5,2,NA,NA,NA
"18406","15060203-024","FOSSIL CREEK ","FBC","FBC","SILVER","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"18407","15060203-024","FOSSIL CREEK ","FC","FC","SILVER","Total","Meeting criteria","Yes",8,0,8,"No","Current",2,0,2,NA,NA,NA
"18408","15060203-024","FOSSIL CREEK ","FBC","FBC","THALLIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"18409","15060203-024","FOSSIL CREEK ","FC","FC","THALLIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"18410","15060203-024","FOSSIL CREEK ","FBC","FBC","URANIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18411","15060203-024","FOSSIL CREEK ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18412","15060203-024","FOSSIL CREEK ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18413","15060203-024","FOSSIL CREEK ","FC","FC","ZINC","Total","Meeting criteria","Yes",17,0,17,"No","Current",2,3,2,NA,NA,NA
"18414","15060203-025","VERDE RIVER ","AGI","AGI","ANTIMONY","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18415","15060203-025","VERDE RIVER ","AGL","AGL","ANTIMONY","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18416","15060203-025","VERDE RIVER ","FBC","FBC","ANTIMONY","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18417","15060203-025","VERDE RIVER ","FC","FC","ANTIMONY","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18418","15060203-025","VERDE RIVER ","AGI","AGI","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18419","15060203-025","VERDE RIVER ","AGL","AGL","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18420","15060203-025","VERDE RIVER ","FBC","FBC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18421","15060203-025","VERDE RIVER ","FC","FC","ARSENIC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18422","15060203-025","VERDE RIVER ","FBC","FBC","BARIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18423","15060203-025","VERDE RIVER ","FBC","FBC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18424","15060203-025","VERDE RIVER ","FC","FC","BERYLLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18425","15060203-025","VERDE RIVER ","AGI","AGI","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18426","15060203-025","VERDE RIVER ","FBC","FBC","BORON","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18427","15060203-025","VERDE RIVER ","AGI","AGI","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18428","15060203-025","VERDE RIVER ","AGL","AGL","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18429","15060203-025","VERDE RIVER ","FBC","FBC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18430","15060203-025","VERDE RIVER ","FC","FC","CADMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18431","15060203-025","VERDE RIVER ","AGI","AGI","CHROMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18432","15060203-025","VERDE RIVER ","AGL","AGL","CHROMIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18433","15060203-025","VERDE RIVER ","AGI","AGI","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18434","15060203-025","VERDE RIVER ","AGL","AGL","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18435","15060203-025","VERDE RIVER ","FBC","FBC","COPPER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18436","15060203-025","VERDE RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",12,0,12,"No","Current",2,8,2,NA,NA,NA
"18437","15060203-025","VERDE RIVER ","FBC","FBC","FLUORIDE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18438","15060203-025","VERDE RIVER ","AGI","AGI","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18439","15060203-025","VERDE RIVER ","AGL","AGL","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
